ID;Name;Test value bioregion 1;Test value bioregion 2;Test value bioregion 3;Test value bioregion 4;Test value bioregion 5;Test value bioregion 6;Test value bioregion 7;Test value bioregion 8;Species group
81479;Allium polyanthum Schult. & Schult.f., 1830;6,73118657078374;6,47125337722655;13,4401320187861;1,36342982259424;-5,42888209922927;-6,62095170694652;-10,6633411885686;-8,61918180307307;t
81483;Allium porrum L., 1753;1,54795715099165;1,45948730498125;-1,13005477349877;0,991350389864229;-0,449709476266129;-0,512728547822756;-0,925219684139572;-0,678248384224655;a
81499;Allium roseum L., 1753;-1,81183892988065;14,4782810409963;11,037526568694;3,0048768488984;-5,29722640254251;-6,03954184691603;-10,7703831184221;-7,98923624698197;t
81501;Allium rotundum L., 1762;-2,86480130603326;-0,949138770023727;-1,93792744849462;11,9147010542986;-2,23666058688642;-3,02249021344933;-2,8967493867849;-3,08372612225606;f
81506;Allium savii Parl., 1857;1,26239124850878;4,80806817663703;-0,0181514958582177;-1,80150914102182;-0,502790479528447;-0,573247943468217;-1,03442705392848;-0,758304746377862;c
81507;Allium scaberrimum J.Serres, 1857;-1,97459689739001;-2,5481508147251;-2,56318228355781;5,01542823684477;-2,01116191811379;-2,29299177387287;5,63801535405546;-3,03321898551145;a
81508;Allium schoenoprasum L., 1753;-4,22235833753627;-4,14179695385569;-8,19475892398535;-11,9501337466487;-2,84420511589366;-3,96329549544414;8,06040906226697;30,092612034832;s
81510;Allium scorodoprasum L., 1753;-2,8775152012528;-3,00152264646389;-5,95293290767072;-6,75890730929372;-2,36899166565834;-2,70096522453178;16,5893626591198;6,31949436262867;p
81516;Allium siculum Ucria, 1793;-0,546243312233691;3,48875845382718;-1,13005477349877;0,991350389864229;-0,449709476266129;-0,512728547822756;-0,925219684139572;-0,678248384224655;c
81520;Allium sphaerocephalon L., 1753;-7,02286234576811;1,72543689054341;-4,62792767169368;8,98864279259074;-5,63592380614362;-8,19344285738472;8,35742535717571;-1,05934099493967;n
81530;Allium tenuiflorum Ten., 1815;-0,273121656116846;3,77365037575952;-0,565027386749384;-0,80565938028241;-0,224854738133065;-0,256364273911378;-0,462609842069786;-0,339124192112328;a
81538;Allium triquetrum L., 1753;-1,97459689739001;28,7612079971052;-4,1197924711359;-5,16912576393195;-2,01116191811379;-2,29299177387287;-4,13770821571393;-3,03321898551145;d
81541;Allium ursinum L., 1753;-2,21885082343103;-2,31447291494888;-4,59030418962309;1,46395290983612;-1,22543038757183;2,24713793368785;7,74671367922946;-2,31268076779122;i
81543;Allium victorialis L., 1753;-2,08003256328368;-2,16967223713019;-4,30312037608252;-6,13571904084176;-0,429586910528759;8,43993043930447;-0,751854505199212;12,0462314216669;k
81544;Allium vineale L., 1753;3,04322630926452;2,44251286805201;-3,45285659531917;7,61670471593554;-2,1114963070677;-5,7112766845023;0,837625462270773;-5,61207046517601;f
81563;Alnus alnobetula (Ehrh.) K.Koch, 1872;-2,71752616638016;-2,83463883255838;-5,62195151436821;-7,2314753446441;-2,23727639616298;-2,55079231864781;3,88178727429175;21,1873205435151;l
81569;Alnus glutinosa (L.) Gaertn., 1790;-3,21753108609719;4,5791096422627;-1,0014329993375;5,2967614337183;4,55768571896575;-1,41898405890689;-1,38830935626773;-7,8540058308965;c
81570;Alnus incana (L.) Moench, 1794;-5,42131007983894;-5,45047677828194;-9,81263789552706;-0,257412779381418;-4,46323911355759;-4,86716865553505;22,1081379957994;3,40779852611106;o
81610;Alopecurus aequalis Sobol., 1799;-1,33801739038034;-1,3956796811501;-2,7680575764684;-2,88437354505194;-1,10155874934628;0,539138135175908;0,810916238877661;9,34263127399782;j
81624;Alopecurus bulbosus Gouan, 1762;13,1464979849102;6,56539106334566;-1,31379659902934;-1,15394496688462;-2,4528756059054;-2,79660406057684;-5,04647758853639;-3,6994081828618;m
81637;Alopecurus geniculatus L., 1753;-1,39265265412457;2,52705867939291;0,941579183511616;-3,08722207171803;-1,14653869746429;3,86671134317173;-2,35885661189391;2,49971720963022;a
81638;Alopecurus gerardi Vill., 1786;-4,10591880375659;-4,28286469821314;-8,49422416690102;-11,9385892671944;-3,38030792043579;-3,85400011053612;2,27115321447923;37,6939364311524;s
81648;Alopecurus myosuroides Huds., 1762;3,84063013049488;-0,858560120371389;-1,4424878409284;5,73555862264127;-3,09608876974669;-3,89639962743851;1,69749898290838;-5,15424148475009;a
81656;Alopecurus pratensis L., 1753;-1,39360414226011;0,108203308613755;-5,25191831527718;-6,0343808979303;-1,20597733912806;9,60481817637616;6,23768102525327;1,81247215553206;h
